,nodeA,nodeB,weight
9867,Michael Flynn - resigned,Trump,1
9868,Mark Green - Trump,Trump,1
9869,Jason Miller - communications,Trump,1
9870,Tom Price,Trump,2
9871,Price,Trump,1
9872,Reince Priebus - the,Trump,1
9873,Todd Ricketts,Trump,1
9874,Anthony Scaramucci - the,Trump,1
9875,Trump,Walter Shaub - the,1
9876,Michael Short,Trump,1
9877,Sean Spicer - resigned,Trump,1
9878,Scaramucci,Trump,1
9879,Robin Townley,Trump,1
9880,Politico,Trump,4
9881,Trump,Vincent Viola,1
9882,Katie Walsh,Trump,1
9883,Caroline Wiles - Trump,Trump,1
9884,James Donovan - a,Richard Cordray,1
9885,Michael Dubke - founder,Richard Cordray,1
9886,Michael Flynn - resigned,Richard Cordray,1
9887,Mike Pence,Richard Cordray,1
9888,Mark Green - Trump,Richard Cordray,1
9889,Jason Miller - communications,Richard Cordray,1
9890,Richard Cordray,Tom Price,1
9891,Price,Richard Cordray,1
9892,Reince Priebus - the,Richard Cordray,1
9893,John Kelly,Richard Cordray,1
9894,Richard Cordray,Todd Ricketts,1
9895,Anthony Scaramucci - the,Richard Cordray,1
9896,Richard Cordray,Walter Shaub - the,1
9897,Michael Short,Richard Cordray,1
9898,Richard Cordray,Sean Spicer - resigned,1
9899,Richard Cordray,Scaramucci,1
9900,Richard Cordray,Robin Townley,1
9901,Flynn,Richard Cordray,1
9902,Politico,Richard Cordray,3
9903,Richard Cordray,Vincent Viola,1
9904,Katie Walsh,Richard Cordray,1
9905,Caroline Wiles - Trump,Richard Cordray,1
9906,Richard Cordray,Sally Yates,1
9907,James Donovan - a,Mick Mulvaney,1
9908,Michael Dubke - founder,Mick Mulvaney,1
9909,Michael Flynn - resigned,Mick Mulvaney,1
9910,Mick Mulvaney,Mike Pence,1
9911,Mark Green - Trump,Mick Mulvaney,1
9912,Jason Miller - communications,Mick Mulvaney,1
9913,Mick Mulvaney,Tom Price,1
9914,Mick Mulvaney,Price,1
9915,Mick Mulvaney,Reince Priebus - the,1
9916,John Kelly,Mick Mulvaney,1
9917,Mick Mulvaney,Todd Ricketts,1
9918,Anthony Scaramucci - the,Mick Mulvaney,1
9919,Mick Mulvaney,Walter Shaub - the,1
9920,Michael Short,Mick Mulvaney,1
9921,Mick Mulvaney,Sean Spicer - resigned,1
9922,Mick Mulvaney,Scaramucci,1
9923,Mick Mulvaney,Robin Townley,1
9924,Flynn,Mick Mulvaney,1
9925,Mick Mulvaney,Politico,3
9926,Mick Mulvaney,Vincent Viola,1
9927,Katie Walsh,Mick Mulvaney,1
9928,Caroline Wiles - Trump,Mick Mulvaney,1
9929,Mick Mulvaney,Sally Yates,1
9930,James Donovan - a,Michael Dubke - founder,1
9931,James Donovan - a,Michael Flynn - resigned,1
9932,James Donovan - a,Mike Pence,1
9933,James Donovan - a,Mark Green - Trump,1
9934,James Donovan - a,Jason Miller - communications,1
9935,James Donovan - a,Tom Price,1
9936,James Donovan - a,Price,1
9937,James Donovan - a,Reince Priebus - the,1
9938,James Donovan - a,John Kelly,1
9939,James Donovan - a,Todd Ricketts,1
9940,Anthony Scaramucci - the,James Donovan - a,1
9941,James Donovan - a,Walter Shaub - the,1
9942,James Donovan - a,Michael Short,1
9943,James Donovan - a,Sean Spicer - resigned,1
9944,James Donovan - a,Scaramucci,1
9945,James Donovan - a,Robin Townley,1
9946,Flynn,James Donovan - a,1
9947,James Donovan - a,Politico,3
9948,James Donovan - a,Vincent Viola,1
9949,James Donovan - a,Katie Walsh,1
9950,Caroline Wiles - Trump,James Donovan - a,1
9951,James Donovan - a,Sally Yates,1
9952,Michael Dubke - founder,Michael Flynn - resigned,1
9953,Michael Dubke - founder,Mike Pence,1
9954,Mark Green - Trump,Michael Dubke - founder,1
9955,Jason Miller - communications,Michael Dubke - founder,1
9956,Michael Dubke - founder,Tom Price,1
9957,Michael Dubke - founder,Price,1
9958,Michael Dubke - founder,Reince Priebus - the,1
9959,John Kelly,Michael Dubke - founder,1
9960,Michael Dubke - founder,Todd Ricketts,1
9961,Anthony Scaramucci - the,Michael Dubke - founder,1
9962,Michael Dubke - founder,Walter Shaub - the,1
9963,Michael Dubke - founder,Michael Short,1
9964,Michael Dubke - founder,Sean Spicer - resigned,1
9965,Michael Dubke - founder,Scaramucci,1
9966,Michael Dubke - founder,Robin Townley,1
9967,Flynn,Michael Dubke - founder,1
9968,Michael Dubke - founder,Politico,3
9969,Michael Dubke - founder,Vincent Viola,1
9970,Katie Walsh,Michael Dubke - founder,1
9971,Caroline Wiles - Trump,Michael Dubke - founder,1
9972,Michael Dubke - founder,Sally Yates,1
9973,Michael Flynn - resigned,Mike Pence,1
9974,Mark Green - Trump,Michael Flynn - resigned,1
9975,Jason Miller - communications,Michael Flynn - resigned,1
9976,Michael Flynn - resigned,Tom Price,1
9977,Michael Flynn - resigned,Price,1
9978,Michael Flynn - resigned,Reince Priebus - the,1
9979,John Kelly,Michael Flynn - resigned,1
9980,Michael Flynn - resigned,Todd Ricketts,1
9981,Anthony Scaramucci - the,Michael Flynn - resigned,1
9982,Michael Flynn - resigned,Walter Shaub - the,1
9983,Michael Flynn - resigned,Michael Short,1
9984,Michael Flynn - resigned,Sean Spicer - resigned,1
9985,Michael Flynn - resigned,Scaramucci,1
9986,Michael Flynn - resigned,Robin Townley,1
9987,Flynn,Michael Flynn - resigned,1
9988,Michael Flynn - resigned,Politico,3
9989,Michael Flynn - resigned,Vincent Viola,1
9990,Katie Walsh,Michael Flynn - resigned,1
9991,Caroline Wiles - Trump,Michael Flynn - resigned,1
9992,Michael Flynn - resigned,Sally Yates,1
9993,Mark Green - Trump,Mike Pence,1
9994,Jason Miller - communications,Mike Pence,1
9995,Mike Pence,Tom Price,1
9996,Mike Pence,Price,1
9997,Mike Pence,Reince Priebus - the,1
9998,Mike Pence,Todd Ricketts,1
9999,Anthony Scaramucci - the,Mike Pence,1
10000,Mike Pence,Walter Shaub - the,1
10001,Michael Short,Mike Pence,1
10002,Mike Pence,Sean Spicer - resigned,1
10003,Mike Pence,Scaramucci,1
10004,Mike Pence,Robin Townley,1
10005,Mike Pence,Politico,3
10006,Mike Pence,Vincent Viola,1
10007,Katie Walsh,Mike Pence,1
10008,Caroline Wiles - Trump,Mike Pence,1
10009,Jason Miller - communications,Mark Green - Trump,1
10010,Mark Green - Trump,Tom Price,1
10011,Mark Green - Trump,Price,1
10012,Mark Green - Trump,Reince Priebus - the,1
10013,John Kelly,Mark Green - Trump,1
10014,Mark Green - Trump,Todd Ricketts,1
10015,Anthony Scaramucci - the,Mark Green - Trump,1
10016,Mark Green - Trump,Walter Shaub - the,1
10017,Mark Green - Trump,Michael Short,1
10018,Mark Green - Trump,Sean Spicer - resigned,1
10019,Mark Green - Trump,Scaramucci,1
10020,Mark Green - Trump,Robin Townley,1
10021,Flynn,Mark Green - Trump,1
10022,Mark Green - Trump,Politico,3
10023,Mark Green - Trump,Vincent Viola,1
10024,Katie Walsh,Mark Green - Trump,1
10025,Caroline Wiles - Trump,Mark Green - Trump,1
10026,Mark Green - Trump,Sally Yates,1
10027,Jason Miller - communications,Tom Price,1
10028,Jason Miller - communications,Price,1
10029,Jason Miller - communications,Reince Priebus - the,1
10030,Jason Miller - communications,John Kelly,1
10031,Jason Miller - communications,Todd Ricketts,1
10032,Anthony Scaramucci - the,Jason Miller - communications,1
10033,Jason Miller - communications,Walter Shaub - the,1
10034,Jason Miller - communications,Michael Short,1
10035,Jason Miller - communications,Sean Spicer - resigned,1
10036,Jason Miller - communications,Scaramucci,1
10037,Jason Miller - communications,Robin Townley,1
10038,Flynn,Jason Miller - communications,1
10039,Jason Miller - communications,Politico,3
10040,Jason Miller - communications,Vincent Viola,1
10041,Jason Miller - communications,Katie Walsh,1
10042,Caroline Wiles - Trump,Jason Miller - communications,1
10043,Jason Miller - communications,Sally Yates,1
10044,Price,Tom Price,1
10045,Reince Priebus - the,Tom Price,1
10046,John Kelly,Tom Price,1
10047,Todd Ricketts,Tom Price,1
10048,Anthony Scaramucci - the,Tom Price,1
10049,Tom Price,Walter Shaub - the,1
10050,Michael Short,Tom Price,1
10051,Sean Spicer - resigned,Tom Price,1
10052,Scaramucci,Tom Price,1
10053,Robin Townley,Tom Price,1
10054,Flynn,Tom Price,1
10055,Politico,Tom Price,3
10056,Tom Price,Vincent Viola,1
10057,Katie Walsh,Tom Price,1
10058,Caroline Wiles - Trump,Tom Price,1
10059,Sally Yates,Tom Price,1
10060,Price,Reince Priebus - the,1
10061,John Kelly,Price,1
10062,Price,Todd Ricketts,1
10063,Anthony Scaramucci - the,Price,1
10064,Price,Walter Shaub - the,1
10065,Michael Short,Price,1
10066,Price,Sean Spicer - resigned,1
10067,Price,Scaramucci,1
10068,Price,Robin Townley,1
10069,Flynn,Price,1
10070,Politico,Price,3
10071,Price,Vincent Viola,1
10072,Katie Walsh,Price,1
10073,Caroline Wiles - Trump,Price,1
10074,Price,Sally Yates,1
10075,John Kelly,Reince Priebus - the,1
10076,Reince Priebus - the,Todd Ricketts,1
10077,Anthony Scaramucci - the,Reince Priebus - the,1
10078,Reince Priebus - the,Walter Shaub - the,1
10079,Michael Short,Reince Priebus - the,1
10080,Reince Priebus - the,Sean Spicer - resigned,1
10081,Reince Priebus - the,Scaramucci,1
10082,Reince Priebus - the,Robin Townley,1
10083,Flynn,Reince Priebus - the,1
10084,Politico,Reince Priebus - the,3
10085,Reince Priebus - the,Vincent Viola,1
10086,Katie Walsh,Reince Priebus - the,1
10087,Caroline Wiles - Trump,Reince Priebus - the,1
10088,Reince Priebus - the,Sally Yates,1
10089,John Kelly,Todd Ricketts,1
10090,Anthony Scaramucci - the,John Kelly,1
10091,John Kelly,Walter Shaub - the,1
10092,John Kelly,Michael Short,1
10093,John Kelly,Sean Spicer - resigned,1
10094,John Kelly,Scaramucci,1
10095,John Kelly,Robin Townley,1
10096,Flynn,John Kelly,1
10097,John Kelly,Politico,3
10098,John Kelly,Vincent Viola,1
10099,John Kelly,Katie Walsh,1
10100,Caroline Wiles - Trump,John Kelly,1
10101,John Kelly,Sally Yates,1
10102,Anthony Scaramucci - the,Todd Ricketts,1
10103,Todd Ricketts,Walter Shaub - the,1
10104,Michael Short,Todd Ricketts,1
10105,Sean Spicer - resigned,Todd Ricketts,1
10106,Scaramucci,Todd Ricketts,1
10107,Robin Townley,Todd Ricketts,1
10108,Flynn,Todd Ricketts,1
10109,Politico,Todd Ricketts,3
10110,Todd Ricketts,Vincent Viola,1
10111,Katie Walsh,Todd Ricketts,1
10112,Caroline Wiles - Trump,Todd Ricketts,1
10113,Sally Yates,Todd Ricketts,1
10114,Anthony Scaramucci - the,Walter Shaub - the,1
10115,Anthony Scaramucci - the,Michael Short,1
10116,Anthony Scaramucci - the,Sean Spicer - resigned,1
10117,Anthony Scaramucci - the,Scaramucci,1
10118,Anthony Scaramucci - the,Robin Townley,1
10119,Anthony Scaramucci - the,Flynn,1
10120,Anthony Scaramucci - the,Politico,3
10121,Anthony Scaramucci - the,Vincent Viola,1
10122,Anthony Scaramucci - the,Katie Walsh,1
10123,Anthony Scaramucci - the,Caroline Wiles - Trump,1
10124,Anthony Scaramucci - the,Sally Yates,1
10125,Michael Short,Walter Shaub - the,1
10126,Sean Spicer - resigned,Walter Shaub - the,1
10127,Scaramucci,Walter Shaub - the,1
10128,Robin Townley,Walter Shaub - the,1
10129,Flynn,Walter Shaub - the,1
10130,Politico,Walter Shaub - the,3
10131,Vincent Viola,Walter Shaub - the,1
10132,Katie Walsh,Walter Shaub - the,1
10133,Caroline Wiles - Trump,Walter Shaub - the,1
10134,Sally Yates,Walter Shaub - the,1
10135,Michael Short,Sean Spicer - resigned,1
10136,Michael Short,Scaramucci,1
10137,Michael Short,Robin Townley,1
10138,Flynn,Michael Short,1
10139,Michael Short,Politico,3
10140,Michael Short,Vincent Viola,1
10141,Katie Walsh,Michael Short,1
10142,Caroline Wiles - Trump,Michael Short,1
10143,Michael Short,Sally Yates,1
10144,Scaramucci,Sean Spicer - resigned,1
10145,Robin Townley,Sean Spicer - resigned,1
10146,Flynn,Sean Spicer - resigned,1
10147,Politico,Sean Spicer - resigned,3
10148,Sean Spicer - resigned,Vincent Viola,1
10149,Katie Walsh,Sean Spicer - resigned,1
10150,Caroline Wiles - Trump,Sean Spicer - resigned,1
10151,Sally Yates,Sean Spicer - resigned,1
10152,Robin Townley,Scaramucci,1
10153,Flynn,Scaramucci,1
10154,Politico,Scaramucci,3
10155,Scaramucci,Vincent Viola,1
10156,Katie Walsh,Scaramucci,1
10157,Caroline Wiles - Trump,Scaramucci,1
10158,Sally Yates,Scaramucci,1
10159,Flynn,Robin Townley,1
10160,Politico,Robin Townley,3
10161,Robin Townley,Vincent Viola,1
10162,Katie Walsh,Robin Townley,1
10163,Caroline Wiles - Trump,Robin Townley,1
10164,Robin Townley,Sally Yates,1
10165,Flynn,Politico,3
10166,Flynn,Vincent Viola,1
10167,Flynn,Katie Walsh,1
10168,Caroline Wiles - Trump,Flynn,1
10169,Politico,Vincent Viola,3
10170,Katie Walsh,Politico,3
10171,Caroline Wiles - Trump,Politico,3
10172,Politico,Sally Yates,3
10173,Katie Walsh,Vincent Viola,1
10174,Caroline Wiles - Trump,Vincent Viola,1
10175,Sally Yates,Vincent Viola,1
10176,Caroline Wiles - Trump,Katie Walsh,1
10177,Katie Walsh,Sally Yates,1
10178,Caroline Wiles - Trump,Sally Yates,1
10179,Bob Corker,Rex Tillerson,4
10180,David Ignatius,Tom Cotton,1
10181,Barack Obama,Tom Cotton,2
10182,David Ignatius,Donald Trump,1
10183,Barack Obama,David Ignatius,1
10184,Donald Trump,Jayda Fransen,4
10185,Donald Trump,Fransen,14
10186,Donald Trump,May,1
10187,Donald Trump,Queen Elizabeth,3
10188,Donald Trump,Sadiq Khan,1
10189,Donald Trump,Khan,1
10190,Donald Trump,Stephen Doughty,1
10191,Alistair Burt,Donald Trump,1
10192,Amber Rudd,Donald Trump,2
10193,Brendan Cox,Donald Trump,1
10194,Donald Trump,Jo Cox,2
10195,Donald Trump,Justin Welby,1
10196,Jayda Fransen,Theresa May,2
10197,Kim Darroch,Theresa May,1
10198,Fransen,Theresa May,7
10199,May,Theresa May,1
10200,Queen Elizabeth,Theresa May,1
10201,Sadiq Khan,Theresa May,1
10202,Khan,Theresa May,1
10203,Theresa May,Twitter,1
10204,Stephen Doughty,Theresa May,1
10205,Alistair Burt,Theresa May,1
10206,Amber Rudd,Theresa May,2
10207,Brendan Cox,Theresa May,1
10208,Jo Cox,Theresa May,1
10209,Justin Welby,Theresa May,1
10210,Raj Shah,Theresa May,2
10211,Jayda Fransen,Trump,9
10212,Kim Darroch,Trump,6
10213,Fransen,Trump,30
10214,May,Trump,6
10215,Queen Elizabeth,Trump,6
10216,Sadiq Khan,Trump,6
10217,Khan,Trump,6
10218,Stephen Doughty,Trump,6
10219,Alistair Burt,Trump,6
10220,Amber Rudd,Trump,6
10221,Brendan Cox,Trump,6
10222,Jo Cox,Trump,6
10223,Justin Welby,Trump,6
10224,Jayda Fransen,Kim Darroch,1
10225,Fransen,Jayda Fransen,10
10226,Jayda Fransen,May,1
10227,Jayda Fransen,Queen Elizabeth,1
10228,Jayda Fransen,Sadiq Khan,1
10229,Jayda Fransen,Khan,1
10230,Jayda Fransen,Twitter,1
10231,Jayda Fransen,Stephen Doughty,1
10232,Alistair Burt,Jayda Fransen,1
10233,Amber Rudd,Jayda Fransen,1
10234,Brendan Cox,Jayda Fransen,1
10235,Jayda Fransen,Jo Cox,2
10236,Jayda Fransen,Justin Welby,1
10237,Jayda Fransen,Woody Johnson,1
10238,Jayda Fransen,Raj Shah,2
10239,Fransen,Kim Darroch,3
10240,Kim Darroch,May,1
10241,Kim Darroch,Queen Elizabeth,1
10242,Kim Darroch,Sadiq Khan,1
10243,Khan,Kim Darroch,1
10244,Kim Darroch,Twitter,1
10245,Kim Darroch,Stephen Doughty,1
10246,Alistair Burt,Kim Darroch,1
10247,Amber Rudd,Kim Darroch,1
10248,Brendan Cox,Kim Darroch,1
10249,Jo Cox,Kim Darroch,1
10250,Justin Welby,Kim Darroch,1
10251,Kim Darroch,Woody Johnson,1
10252,Kim Darroch,Raj Shah,1
10253,Fransen,May,3
10254,Fransen,Queen Elizabeth,3
10255,Fransen,Sadiq Khan,3
10256,Fransen,Khan,3
10257,Fransen,Twitter,3
10258,Fransen,Stephen Doughty,3
10259,Alistair Burt,Fransen,3
10260,Amber Rudd,Fransen,3
10261,Brendan Cox,Fransen,3
10262,Fransen,Jo Cox,6
10263,Fransen,Justin Welby,3
10264,Fransen,Woody Johnson,3
10265,Fransen,Fransen,12
10266,Fransen,Raj Shah,7
10267,May,Queen Elizabeth,1
10268,May,Sadiq Khan,1
10269,Khan,May,1
10270,May,Twitter,1
10271,May,Stephen Doughty,1
10272,Alistair Burt,May,1
10273,Amber Rudd,May,1
10274,Brendan Cox,May,1
10275,Jo Cox,May,1
10276,Justin Welby,May,1
10277,May,Woody Johnson,1
10278,May,Raj Shah,1
10279,Queen Elizabeth,Sadiq Khan,1
10280,Khan,Queen Elizabeth,1
10281,Queen Elizabeth,Twitter,1
10282,Queen Elizabeth,Stephen Doughty,1
10283,Alistair Burt,Queen Elizabeth,1
10284,Amber Rudd,Queen Elizabeth,1
10285,Brendan Cox,Queen Elizabeth,1
10286,Jo Cox,Queen Elizabeth,1
10287,Justin Welby,Queen Elizabeth,1
10288,Queen Elizabeth,Woody Johnson,1
10289,Queen Elizabeth,Raj Shah,1
10290,Khan,Sadiq Khan,1
10291,Sadiq Khan,Twitter,1
10292,Sadiq Khan,Stephen Doughty,1
10293,Alistair Burt,Sadiq Khan,1
10294,Amber Rudd,Sadiq Khan,1
10295,Brendan Cox,Sadiq Khan,1
10296,Jo Cox,Sadiq Khan,1
10297,Justin Welby,Sadiq Khan,1
10298,Sadiq Khan,Woody Johnson,1
10299,Raj Shah,Sadiq Khan,1
10300,Khan,Twitter,1
10301,Khan,Stephen Doughty,1
10302,Alistair Burt,Khan,1
10303,Amber Rudd,Khan,1
10304,Brendan Cox,Khan,1
10305,Jo Cox,Khan,1
10306,Justin Welby,Khan,1
10307,Khan,Woody Johnson,1
10308,Khan,Raj Shah,1
10309,Stephen Doughty,Twitter,1
10310,Alistair Burt,Twitter,1
10311,Amber Rudd,Twitter,1
10312,Brendan Cox,Twitter,1
10313,Jo Cox,Twitter,1
10314,Justin Welby,Twitter,1
10315,Twitter,Woody Johnson,1
10316,Raj Shah,Twitter,1
10317,Alistair Burt,Stephen Doughty,1
10318,Amber Rudd,Stephen Doughty,1
10319,Brendan Cox,Stephen Doughty,1
10320,Jo Cox,Stephen Doughty,1
10321,Justin Welby,Stephen Doughty,1
10322,Stephen Doughty,Woody Johnson,1
10323,Raj Shah,Stephen Doughty,1
10324,Alistair Burt,Amber Rudd,1
10325,Alistair Burt,Brendan Cox,1
10326,Alistair Burt,Jo Cox,1
10327,Alistair Burt,Justin Welby,1
10328,Alistair Burt,Woody Johnson,1
10329,Alistair Burt,Raj Shah,1
10330,Amber Rudd,Brendan Cox,1
10331,Amber Rudd,Jo Cox,1
10332,Amber Rudd,Justin Welby,1
10333,Amber Rudd,Woody Johnson,1
10334,Amber Rudd,Raj Shah,1
10335,Brendan Cox,Jo Cox,1
10336,Brendan Cox,Justin Welby,1
10337,Brendan Cox,Woody Johnson,1
10338,Brendan Cox,Raj Shah,1
10339,Jo Cox,Justin Welby,1
10340,Jo Cox,Woody Johnson,1
10341,Jo Cox,Raj Shah,1
10342,Justin Welby,Woody Johnson,1
10343,Justin Welby,Raj Shah,1
10344,Raj Shah,Woody Johnson,1
10345,Al Hussein,Donald Trump,1
10346,Donald Trump,Zeid,1
10347,Al Hussein,Zeid,1
10348,Lisa Murkowski,Murkowski,4
10349,Donald Trump,Mohammed Mursi,2
10350,Donald Trump,Ilhan Cagri,2
10351,Cagri,Donald Trump,2
10352,Donald Trump,Jordanian King Abdullah,2
10353,Donald Trump,Jeremy Corbyn,2
10354,David Duke,Donald Trump,2
10355,Donald Trump,Duke,5
10356,Jayda Fransen,Sarah Sanders,1
10357,Sarah Sanders,Theresa May,1
10358,Fransen,Sarah Sanders,4
10359,Raj Shah,Sarah Sanders,1
10360,Mohammed Mursi,Sarah Sanders,1
10361,Ilhan Cagri,Sarah Sanders,1
10362,Cagri,Sarah Sanders,1
10363,Jack Reed,Sarah Sanders,1
10364,Jordanian King Abdullah,Sarah Sanders,1
10365,Jeremy Corbyn,Sarah Sanders,1
10366,David Duke,Sarah Sanders,1
10367,Duke,Sarah Sanders,1
10368,Jayda Fransen,Mohammed Mursi,1
10369,Ilhan Cagri,Jayda Fransen,1
10370,Cagri,Jayda Fransen,1
10371,Jack Reed,Jayda Fransen,1
10372,Jayda Fransen,John McCain,1
10373,Jayda Fransen,Jordanian King Abdullah,1
10374,Jayda Fransen,Jeremy Corbyn,1
10375,David Duke,Jayda Fransen,1
10376,Duke,Jayda Fransen,1
10377,Mohammed Mursi,Theresa May,1
10378,Ilhan Cagri,Theresa May,1
10379,Cagri,Theresa May,1
10380,Jack Reed,Theresa May,1
10381,John McCain,Theresa May,1
10382,Jordanian King Abdullah,Theresa May,1
10383,Jeremy Corbyn,Theresa May,1
10384,David Duke,Theresa May,1
10385,Duke,Theresa May,1
10386,Fransen,Mohammed Mursi,4
10387,Fransen,Ilhan Cagri,4
10388,Cagri,Fransen,4
10389,Fransen,Jack Reed,4
10390,Fransen,John McCain,4
10391,Fransen,Jordanian King Abdullah,4
10392,Fransen,Jeremy Corbyn,4
10393,David Duke,Fransen,4
10394,Duke,Fransen,4
10395,Mohammed Mursi,Trump,3
10396,Ilhan Cagri,Trump,3
10397,Cagri,Trump,3
10398,Jack Reed,Trump,3
10399,Jordanian King Abdullah,Trump,3
10400,Jeremy Corbyn,Trump,3
10401,David Duke,Trump,3
10402,Duke,Trump,9
10403,Mohammed Mursi,Raj Shah,1
10404,Ilhan Cagri,Raj Shah,1
10405,Cagri,Raj Shah,1
10406,Jack Reed,Raj Shah,1
10407,John McCain,Raj Shah,1
10408,Jordanian King Abdullah,Raj Shah,1
10409,Jeremy Corbyn,Raj Shah,1
10410,David Duke,Raj Shah,1
10411,Duke,Raj Shah,1
10412,Ilhan Cagri,Mohammed Mursi,1
10413,Cagri,Mohammed Mursi,1
10414,Jack Reed,Mohammed Mursi,1
10415,John McCain,Mohammed Mursi,1
10416,Jordanian King Abdullah,Mohammed Mursi,1
10417,Jeremy Corbyn,Mohammed Mursi,1
10418,David Duke,Mohammed Mursi,1
10419,Duke,Mohammed Mursi,1
10420,Cagri,Ilhan Cagri,1
10421,Ilhan Cagri,Jack Reed,1
10422,Ilhan Cagri,John McCain,1
10423,Ilhan Cagri,Jordanian King Abdullah,1
10424,Ilhan Cagri,Jeremy Corbyn,1
10425,David Duke,Ilhan Cagri,1
10426,Duke,Ilhan Cagri,1
10427,Cagri,Jack Reed,1
10428,Cagri,John McCain,1
10429,Cagri,Jordanian King Abdullah,1
10430,Cagri,Jeremy Corbyn,1
10431,Cagri,David Duke,1
10432,Cagri,Duke,1
10433,Jack Reed,John McCain,1
10434,Jack Reed,Jordanian King Abdullah,1
10435,Jack Reed,Jeremy Corbyn,1
10436,David Duke,Jack Reed,1
10437,Duke,Jack Reed,1
10438,John McCain,Jordanian King Abdullah,1
10439,Jeremy Corbyn,John McCain,1
10440,David Duke,John McCain,1
10441,Duke,John McCain,1
10442,Jeremy Corbyn,Jordanian King Abdullah,1
10443,David Duke,Jordanian King Abdullah,1
10444,Duke,Jordanian King Abdullah,1
10445,David Duke,Jeremy Corbyn,1
10446,Duke,Jeremy Corbyn,1
10447,David Duke,Duke,1
10448,Amber Rudd,Rudd,1
10449,Donald Trump,Rudd,1
10450,Rudd,Theresa May,1
10451,Donald Trump,Randy Credico,1
10452,Assange,Donald Trump,1
10453,Credico,Donald Trump,1
10454,Donald Trump,Roger Stone,1
10455,Julian Assange,Randy Credico,1
10456,Randy Credico,Vladimir Putin,1
10457,Assange,Randy Credico,1
10458,Hillary Clinton,Randy Credico,1
10459,Credico,Randy Credico,1
10460,Randy Credico,Roger Stone,1
10461,Clinton,Randy Credico,1
10462,Julian Assange,Vladimir Putin,1
10463,Assange,Julian Assange,1
10464,Hillary Clinton,Julian Assange,1
10465,Credico,Julian Assange,1
10466,Julian Assange,Roger Stone,1
10467,Assange,Vladimir Putin,1
10468,Credico,Vladimir Putin,1
10469,Roger Stone,Vladimir Putin,1
10470,Assange,Hillary Clinton,1
10471,Assange,Credico,1
10472,Assange,Roger Stone,1
10473,Assange,Clinton,1
10474,Credico,Hillary Clinton,1
10475,Hillary Clinton,Roger Stone,1
10476,Credico,Roger Stone,1
10477,Clinton,Credico,1
10478,Clinton,Roger Stone,1
10479,Jared Kushner,Robert Kelner,1
10480,Kushner,Robert Kelner,5
10481,Mueller,Robert Kelner,10
10482,Abbe Lowell,Robert Kelner,1
10483,Abbe Lowell,John Dowd,1
10484,John Dowd,Robert Kelner,2
10485,Hillary Clinton,Robert Kelner,1
10486,Hillary Clinton,John Dowd,1
10487,Donald Trump,Fake News,2
10488,Andy Lack,Donald Trump,1
10489,Donald Trump,Phil Griffin,1
10490,Donald Trump,Joe Scarborough,1
10491,Donald Trump,XI JINPING,1
10492,Donald Trump,instagram.com/p/BcFs_kXgTG5/,1
10493,Fake News,Matt Lauer,2
10494,Andy Lack,Fake News,1
10495,Fake News,Phil Griffin,1
10496,Fake News,Joe Scarborough,1
10497,Fake News,XI JINPING,1
10498,Fake News,instagram.com/p/BcFs_kXgTG5/,1
10499,Andy Lack,Matt Lauer,2
10500,Matt Lauer,Matt Lauer,1
10501,Matt Lauer,Phil Griffin,2
10502,Joe Scarborough,Matt Lauer,2
10503,Matt Lauer,XI JINPING,2
10504,Matt Lauer,instagram.com/p/BcFs_kXgTG5/,2
10505,Andy Lack,Phil Griffin,1
10506,Andy Lack,Joe Scarborough,1
10507,Andy Lack,XI JINPING,1
10508,Andy Lack,instagram.com/p/BcFs_kXgTG5/,1
10509,Joe Scarborough,Phil Griffin,1
10510,Phil Griffin,XI JINPING,1
10511,Phil Griffin,instagram.com/p/BcFs_kXgTG5/,1
10512,Joe Scarborough,XI JINPING,1
